"title","prof","subject","courseQuestions","learningQuestions","instructorQuestions","wouldRecommend","spentMinimum","spentLow","spentMedium","spentHigh","spentMax"
"ESLG550 Research and Writing for Grad","Desai, Nita","ESLG",4.36666666666667,4.23333333333333,4.5,4.5,NA,NA,25.6666666666667,NA,29.5
"ESLG550 Research and Writing for Grad","Hastings, Sarah","ESLG",4.225,3.925,4.5,4.45,NA,NA,28.5,27.5,NA
"ESLG550 Research and Writing for Grad","Kapica, Steven","ESLG",4.7,4.8,4.5,4.4,NA,22,11,44,22
"ESLG550 Research and Writing for Grad","Maliborska, Veronika","ESLG",4.65,4.8,4.5,4.5,NA,NA,NA,41.5,37
"ESLG550 Research and Writing for Grad","Mueller, Justin","ESLG",4.3,4.3,4.5,4.4,NA,NA,NA,83,NA
"ESLG550 Research and Writing for Grad","Parenti, Melissa","ESLG",4.7,4.5,4.5,4.5,15,NA,31,38,15
"ESLG550 Research and Writing for Grad","Rhodes, Paula","ESLG",4.13,3.9,4.5,4.46,NA,NA,36.2,NA,NA
"ESLG550 Research and Writing for Grad","Slinkard, Sibley","ESLG",4.56,4.7,4.5,4.48,NA,NA,NA,45,30.8
"ESLG550 Research and Writing for Grad","Voss, Erik","ESLG",4.5,4.7,4.5,4.5,NA,17,8,42,33
"ESLG550 Research and Writing for Grad","Walter, Jeremy","ESLG",4.4,4.4,4.5,4.45,NA,NA,31.5,NA,NA
"ESLG550 Research and Writing for Grad","Watson, Natalya","ESLG",4.4,4.4,4.5,4.46666666666667,NA,NA,NA,41.6666666666667,33.3333333333333
"ESLG600 TOEFL Preparation","Babcock, Robin","ESLG",4.7,4.5,4.5,4.4,13,38,13,25,13
"ESLG600 TOEFL Preparation","Currier, Lynn","ESLG",4,4,4.5,4.5,NA,44,56,NA,NA
"ESLG600 TOEFL Preparation","David, Nicholas","ESLG",4.7,4.6,4.5,4.5,14,29,29,29,NA
"ESLG600 TOEFL Preparation","Melo, Simone","ESLG",4.46666666666667,4.4,4.56666666666667,4.53333333333333,NA,NA,NA,41.6666666666667,NA
"ESLG600 TOEFL Preparation","Park, Wua","ESLG",4.9,4.9,4.5,4.5,NA,53,NA,NA,33
"ESLG610 Adv Communication Strategies","Chung Constant, Tamara","ESLG",4.6,4.6,4.5,4.4,6,12,41,18,24
"ESLG610 Adv Communication Strategies","Currier, Lynn","ESLG",4.33333333333333,4.03333333333333,4.5,4.46666666666667,NA,38,NA,NA,NA
"ESLG610 Adv Communication Strategies","Dehghan, Elham","ESLG",4.65,4.7,4.5,4.45,NA,NA,41.5,NA,NA
"ESLG610 Adv Communication Strategies","Desai, Nita","ESLG",4.08333333333333,4.08333333333333,4.5,4.45,NA,NA,NA,NA,33.5
"ESLG610 Adv Communication Strategies","Feinberg, Elana","ESLG",4.66,4.72,4.5,4.48,NA,NA,NA,41.6,NA
"ESLG610 Adv Communication Strategies","Griffin, Brent","ESLG",4.1,4.15,4.5,4.4,NA,NA,NA,NA,51.5
"ESLG610 Adv Communication Strategies","Maliborska, Veronika","ESLG",4.5,4.45,4.5,4.45,NA,NA,NA,30,41
"ESLG610 Adv Communication Strategies","Malm, Haley","ESLG",4.4,4.6,4.5,4.4,NA,7,57,21,14
"ESLG610 Adv Communication Strategies","Morazzini, Daryl","ESLG",4.68,4.66,4.5,4.44,NA,NA,36.8,NA,NA
"ESLG610 Adv Communication Strategies","O'Toole, Deborah","ESLG",4.1,4.1,4.5,4.4,14,57,29,NA,NA
"ESLG630 College Writing","Currier, Lynn","ESLG",3.925,3.85,4.5,4.45,NA,28.75,28.5,33.25,NA
"ESLG630 College Writing","Dehghan, Elham","ESLG",4.85,4.9,4.5,4.45,NA,NA,25.5,34.5,27
"ESLG630 College Writing","Desai, Nita","ESLG",3.9,4.2,4.5,4.4,NA,NA,20,60,20
"ESLG630 College Writing","Feinberg, Elana","ESLG",4.4,4.3,4.5,4.5,13,13,25,13,38
"ESLG630 College Writing","Griffin, Brent","ESLG",4.16666666666667,4,4.5,4.46666666666667,NA,NA,32.6666666666667,NA,29.3333333333333
"ESLG630 College Writing","Kapica, Steven","ESLG",4.7,4.6,4.5,4.4,9,9,36,27,18
"ESLG630 College Writing","Kasik, Jan","ESLG",4.7,4.6,4.5,4.4,NA,8,50,25,17
"ESLG630 College Writing","Morazzini, Daryl","ESLG",4.7,4.7,4.5,4.5,NA,22,22,33,22
"ESLG630 College Writing","Stephens, Christopher","ESLG",3.9,3.65,4.5,4.5,NA,46,NA,16.5,NA
"ESLG70 Listening & Speaking","Ryan Jr, Joseph","ESLG",4.4,4.8,4.7,4.8,75,25,NA,NA,NA
"ESLG70 Listening and Speaking","Ryan Jr, Joseph","ESLG",4.1,4.8,4.7,4.8,25,50,25,NA,NA
"ESLG700 Adv Listening and Speaking","Bojarczuk, Mariusz","ESLG",3.5,3.6,4.5,4.5,15,46,15,23,NA
"ESLG700 Adv Listening and Speaking","D'Atri, Jessica","ESLG",4.1,3.8,4.5,4.5,25,42,NA,8,17
"ESLG700 Adv Listening and Speaking","David, Nicholas","ESLG",4.7,4.75,4.5,4.5,16,NA,NA,20,20
"ESLG700 Adv Listening and Speaking","Dehghan, Elham","ESLG",5,5,4.5,4.5,NA,33,67,NA,NA
"ESLG700 Adv Listening and Speaking","Doty, Christopher","ESLG",4.5,4.5,4.5,4.5,17,30.75,NA,26.25,NA
"ESLG700 Adv Listening and Speaking","Malm, Haley","ESLG",4.26666666666667,4.53333333333333,4.5,4.5,NA,41.6666666666667,NA,NA,NA
"ESLG700 Adv Listening and Speaking","Park, Wua","ESLG",4.1,4.4,4.5,4.4,6,38,44,6,6
"ESLG700 Adv Listening and Speaking","Rinaldo, Amy","ESLG",4.33333333333333,4.33333333333333,4.5,4.46666666666667,11.3333333333333,NA,43.3333333333333,NA,NA
"ESLG700 Adv Listening and Speaking","Voss, Erik","ESLG",4.18888888888889,4.25555555555556,4.5,4.45555555555556,NA,NA,NA,NA,NA
"ESLG720 Critical Writing","Clark, Tabitha","ESLG",4.5,4.6,4.5,4.5,NA,24.5,NA,NA,29
"ESLG720 Critical Writing","D'Atri, Jessica","ESLG",4.7,4.8,4.5,4.5,NA,NA,40,40,NA
"ESLG720 Critical Writing","Voss, Erik","ESLG",4.7,4.6,4.5,4.5,NA,NA,40,40,NA
"ESLG75 English for Acad Communication","D'Atri, Jessica","ESLG",3.8,4.5,4.5,4.4,33,56,11,NA,NA
"ESLG95 Advanced Reading and Writing","Alexander, Casey","ESLG",4.25,4.8,4.5,4.4,NA,39.5,NA,35,NA
"ESLG95 Advanced Reading and Writing","Currier, Lynn","ESLG",3.85,3.8,4.5,4.5,NA,35,NA,34.5,NA
"ESLG95 Advanced Reading and Writing","Dehghan, Elham","ESLG",4.68333333333333,4.78333333333333,4.5,4.5,NA,25.5,NA,36.1666666666667,NA
"ESLG95 Advanced Reading and Writing","Desai, Nita","ESLG",3.9,4.8,4.5,4.5,NA,NA,NA,58,33
"ESLG95 Advanced Reading and Writing","Kostka, Ilka","ESLG",4.34,4.8,4.5,4.44,NA,NA,NA,41.2,NA
"ESLG95 Advanced Reading and Writing","Malm, Haley","ESLG",4.75,4.6,4.5,4.45,NA,19.5,32,32.5,13
"ESLG95 Advanced Reading and Writing","Nevarez, Joseph","ESLG",4.3,4.5,4.5,4.5,7,36,29,14,14
"ESLG95 Advanced Reading and Writing","O'Toole, Deborah","ESLG",4,3.7,4.5,4.5,14,14,36,21,14
"ESLG95 Advanced Reading and Writing","Parenti, Melissa","ESLG",4.55,4.8,4.5,4.5,7,24.5,51.5,10.5,NA
"ESLG95 Advanced Reading and Writing","Slezas, Egle","ESLG",4.55,4.7,4.5,4.5,NA,38.5,NA,34.5,NA
"ESLG95 Advanced Reading and Writing","Stepner, Mark","ESLG",4.5,4.6,4.5,4.5,NA,NA,32.5,17.5,45
"EVRN1101 Environmental Science","Lugolobi, Festo","EVRN",4.42777777777778,4.42222222222222,4.51111111111111,4.47222222222222,NA,NA,NA,27.2777777777778,NA
"EXSC1120 Intro Exercise/Fitness/Health","John, Dinesh","EXSC",4.1,4.5,4.4,4.3,NA,49,16,NA,NA
"EXSC1120 Intro Exercise/Fitness/Health","Li, Rui","EXSC",4.25,4.5,4.45,4.4,41.5,NA,NA,13,NA
"EXSC4500 Exercise Physiology 1","Li, Rui","EXSC",3.75,3.75,4.4,4.3,NA,NA,36,14,NA
"EXSC4501 Lab for EXSC 4500","Li, Rui","EXSC",4.2,4.2,4.4,4.3,90,NA,NA,NA,NA
"EXSC5200 Cardiopulmonary Physiology","Li, Rui","EXSC",3.9,4,4.45,4.4,23.5,12.5,23.5,25.5,NA
"EXSC5210 Physical Activity and Exercise","John, Dinesh","EXSC",3.6,3.7,4.6,4.5,33,33,NA,33,NA
"EXSC5220 Advanced Exercise Physiology","Li, Rui","EXSC",4.1,4.65,4.5,4.4,NA,41,NA,32,NA
"EXSC5230 PA  Exercise: Musculoskeletal","Garrett, Tricia","EXSC",4.2,4.5,4.6,4.5,NA,NA,50,30,NA
"EXSC5230 PA  Exercise: Musculoskeletal","Wilusz, Kerry","EXSC",3.9,4.2,4.3,4.3,20,20,40,20,NA
"EXSC6202 Electrocardiography","Curran, Tracy","EXSC",4.6,5,4.4,4.3,NA,NA,66.5,NA,NA
"EXSC6400 Applied Research Methods","Sceppa, Carmen","EXSC",4,4.65,4.4,4.3,NA,NA,66.5,NA,NA
"FINA2201 Financial Management","Bai, Jianqiu","FINA",4.02,4.16,4.36,4.4,13.6,NA,NA,23.4,NA
"FINA2201 Financial Management","Consunji, Raul","FINA",3.8,3.6,4.3,4.4,17,28,33,22,NA
"FINA2201 Financial Management","D'Souza, Lowell","FINA",4,4.2,4.4,4.45,NA,32,NA,29,16
"FINA2201 Financial Management","Gooley, Mark","FINA",4.35,4.6,4.3,4.4,21.5,NA,33.5,30.5,9
"FINA2201 Financial Management","Gray, George","FINA",3.88,3.84,4.34,4.4,17.8,NA,NA,NA,NA
"FINA2201 Financial Management","Kale, Jayant","FINA",3.9,4.3,4.3,4.3,17,42,42,NA,NA
"FINA2201 Financial Management","Ma, Linlin","FINA",4.4,4.72,4.3,4.36,NA,NA,NA,28,NA
"FINA2201 Financial Management","Mazur, Jack","FINA",4.05,4.2,4.325,4.375,NA,33,NA,23.5,8.5
"FINA2201 Financial Management","Mkrtchyan, Anahit","FINA",3.85,3.75,4.3,4.3,NA,23,NA,34,19.5
"FINA2201 Financial Management","Osmond, Gary","FINA",4.15,4.15,4.4,4.45,NA,NA,47.5,NA,NA
"FINA2201 Financial Management","Pichler, Pegaret","FINA",4.3,4.53333333333333,4.4,4.4,7.33333333333333,NA,36.6666666666667,30,NA
"FINA2201 Financial Management","Popescu, Marius","FINA",4,4.3,4.4,4.4,18,30,NA,27,18
"FINA2201 Financial Management","Provost, Dan","FINA",4.1,4,4.3,4.4,NA,29,NA,36,21
"FINA2201 Financial Management","Sherman, Eliot","FINA",4.15,4.25,4.5,4.5,NA,12,38,28,19
"FINA2201 Financial Management","Swasey, Richard","FINA",4,4.1,4.3,4.4,3,46,26,20,6
"FINA2201 Financial Management","Westwater, Robert","FINA",3.875,3.525,4.4,4.45,NA,27,NA,NA,21
"FINA2201 Financial Management","Zheng, Kuncheng","FINA",3.72,3.6,4.3,4.36,16.8,NA,NA,NA,NA
"FINA2202 Fin Management Global Context","Mkrtchyan, Anahit","FINA",4.43333333333333,4.66666666666667,4.3,4.4,NA,31.3333333333333,27.6666666666667,35.6666666666667,NA
"FINA2202 Fin Management Global Context","Myers, David","FINA",3.375,3.175,4.3,4.325,NA,NA,NA,21.75,NA
"FINA2209 Financial Management","Consunji, Raul","FINA",3.275,3.025,4.325,4.375,10.75,NA,NA,21.25,15
"FINA2720 Sustainability in Bus Environ","Krishnan, Karthik","FINA",3.75,3.95,4.3,4.35,33,NA,NA,NA,NA
"FINA2720 Sustainability in Bus Environ","Whitfield, Ronald","FINA",3.7,3.95,4.35,4.4,6.5,59,26,8.5,NA
"FINA3301 Corporate Finance","Bernfeld, Mark","FINA",4.5,4.8,4.4,4.4,6,19,63,13,NA
"FINA3301 Corporate Finance","D'Souza, Lowell","FINA",4.22222222222222,4.45555555555556,4.34444444444444,4.38888888888889,NA,41.3333333333333,NA,NA,NA
"FINA3301 Corporate Finance","Faleye, Olubunmi","FINA",4.23333333333333,4.16666666666667,4.3,4.36666666666667,NA,NA,NA,17.3333333333333,14.6666666666667
"FINA3301 Corporate Finance","Gooley, Mark","FINA",4.6,4.9,4.4,4.4,NA,56,25,NA,13
"FINA3301 Corporate Finance","Osmond, Gary","FINA",4.38333333333333,4.46666666666667,4.3,4.35,NA,28.3333333333333,NA,25.8333333333333,NA
"FINA3301 Corporate Finance","Popescu, Marius","FINA",3.93333333333333,4,4.3,4.4,NA,NA,NA,27,16
"FINA3301 Corporate Finance","Sherman, Eliot","FINA",4.0625,4.225,4.325,4.375,NA,24.75,NA,NA,NA
"FINA3301 Corporate Finance","Swasey, Richard","FINA",4.4,4.65,4.35,4.375,17.5,28.25,NA,21.5,11
"FINA3301 Corporate Finance","Vasudevan, Gopala","FINA",3.8,3.8,4.3,4.3,14.5,NA,36.5,25,9.5
"FINA3303 Investments","Bolster, Paul","FINA",4.35,4.65,4.3,4.35,8,33.5,46,13.5,NA
"FINA3303 Investments","Chiou, Wan-Jiun","FINA",4.08888888888889,4.06666666666667,4.32222222222222,4.37777777777778,14.1111111111111,31.6666666666667,NA,18.8888888888889,NA
"FINA3303 Investments","Cortes, Felipe","FINA",4.31666666666667,4.56666666666667,4.35,4.35,NA,17.8333333333333,39.1666666666667,25.1666666666667,NA
"FINA3303 Investments","Muscolino, Vincent","FINA",4.0875,4.175,4.325,4.3875,NA,33.75,NA,25.125,9.125
"FINA3303 Investments","Pichler, Pegaret","FINA",4.46666666666667,4.7,4.3,4.4,13.3333333333333,44.3333333333333,NA,30,8.66666666666667
"FINA3303 Investments","Porter, Gary","FINA",3.88,3.92,4.34,4.38,NA,NA,NA,NA,NA
"FINA4310 Working Capital Management","Sherman, Eliot","FINA",4.43333333333333,4.66666666666667,4.4,4.43333333333333,5.66666666666667,26,32,21.3333333333333,14.6666666666667
"FINA4312 Issues in Corporate Governance","Margotta, Donald","FINA",4.1,4.4,4.325,4.375,12.5,38.5,NA,18.25,NA
"FINA4320 International Financial Mgt","Consunji, Raul","FINA",3.4,3,4.5,4.5,NA,13,25,50,13
"FINA4320 International Financial Mgt","Kale, Jayant","FINA",4.15,4.25,4.3,4.4,10,25,40,22.5,NA
"FINA4320 International Financial Mgt","Popescu, Marius","FINA",4.1,4.15,4.3,4.3,10,35,NA,26,NA
"FINA4320 International Financial Mgt","Vasudevan, Gopala","FINA",3.925,4,4.35,4.4,19.75,NA,NA,26.5,7.75
"FINA4410 Valuation  Value Creation","Chiou, Wan-Jiun","FINA",4,4.1,4.5,4.5,6,22,44,22,6
"FINA4410 Valuation  Value Creation","Gooley, Mark","FINA",4.25,4.6,4.4,4.4,NA,38.5,NA,36,NA
"FINA4410 Valuation  Value Creation","Myers, David","FINA",4.5,4.45,4.3,4.4,NA,36,NA,24.5,19.5
"FINA4412 Personal Financial Planning","Muscolino, Vincent","FINA",4.2,4.3,4.5,4.5,10,18,38,23,13
"FINA4420 Mergers and Acquisitions","Faleye, Olubunmi","FINA",4.2,4.2,4.3,4.4,8,13,33,38,8
"FINA4420 Mergers and Acquisitions","Margotta, Donald","FINA",4.1,4.3,4.3,4.4,32,39,NA,18,NA
"FINA4512 Financial Risk Management","Mooradian, Robert","FINA",4.6,4.4,4.4,4.4,NA,32,32,NA,32
"FINA4512 Financial Risk Management","Venkateswaran, Anand","FINA",4.45,4.725,4.3,4.35,NA,32.5,NA,36.25,NA
"FINA4514 Investment Banking","Swasey, Richard","FINA",4.43333333333333,4.6,4.3,4.36666666666667,NA,28.6666666666667,NA,35.3333333333333,16.6666666666667
"FINA4516 Real Estate Finance","Matthews, William","FINA",4.3,4.4,4.4,4.4,10,19,48,14,10
"FINA4516 Real Estate Finance","Yang, Shiawee","FINA",4.225,4.45,4.3,4.35,NA,NA,NA,22.5,NA
"FINA4524 Credit Analysis","Swasey, Richard","FINA",4.125,4.375,4.325,4.375,NA,NA,NA,25.5,NA
"FINA4526 Core Topics in Alt Investments","Boyson, Nicole","FINA",4.4,4.8,4.35,4.4,3,23.5,48,18.5,7.5
"FINA4602 Turnaround Management","Platt, Harlan","FINA",4.56666666666667,4.83333333333333,4.36666666666667,4.4,NA,26,35.3333333333333,21,NA
"FINA4604 Fixed-Income Securities","Boyson, Nicole","FINA",4.35,4.7,4.3,4.35,4.5,18,41.5,29.5,6.5
"FINA4604 Fixed-Income Securities","Provost, Dan","FINA",4.2,4.1,4.4,4.4,5,19,43,24,10
"FINA4610 Entrepreneurial Finance","Bernfeld, Mark","FINA",4.35,4.55,4.3,4.4,NA,37,NA,38,14
"FINA4610 Entrepreneurial Finance","Krishnan, Karthik","FINA",4.3,4.25,4.3,4.35,NA,43.5,NA,22.5,NA
"FINA4983 Special Topics in Finance","Chiou, Wan-Jiun","FINA",4,4.2,4.4,4.4,63,19,NA,13,NA
"FINA4983 Special Topics in Finance","Porter, Gary","FINA",4.1,4,4.3,4.4,33,33,17,17,NA
"FINA6200 Financial Decision Making","Bonghi, Brandon","FINA",4.52857142857143,4.68571428571429,4.32857142857143,4.38571428571429,NA,NA,NA,NA,NA
"FINA6200 Financial Decision Making","Gooley, Mark","FINA",4.55,4.9,4.5,4.5,NA,NA,29,32.5,NA
"FINA6200 Financial Decision Making","Popescu, Marius","FINA",4.05,4.3,4.4,4.4,NA,NA,41.5,32,NA
"FINA6201 Financial Theory and Policy","Gu, Tiantian","FINA",4.35,4.375,4.3,4.35,6.25,14.5,43,25.25,10.75
"FINA6202 Analysis Fin Instit  Mkts","Gooley, Mark","FINA",4.6,4.76666666666667,4.3,4.35,NA,31,NA,NA,NA
"FINA6203 Investment Analysis","Bolster, Paul","FINA",4.26666666666667,4.63333333333333,4.3,4.36666666666667,41.3333333333333,NA,NA,21.6666666666667,NA
"FINA6203 Investment Analysis","Chiou, Wan-Jiun","FINA",4.4,4.4,4.3,4.4,NA,40,NA,40,NA
"FINA6203 Investment Analysis","Muscolino, Vincent","FINA",4.4,4.7,4.4,4.4,NA,46,NA,8,38
"FINA6203 Investment Analysis","Pohlman, Lawrence","FINA",3.73333333333333,3.66666666666667,4.33333333333333,4.4,22.3333333333333,NA,NA,NA,NA
"FINA6203 Investment Analysis","Porter, Gary","FINA",4.16666666666667,4.26666666666667,4.36666666666667,4.36666666666667,NA,21.3333333333333,30.6666666666667,28.6666666666667,13.6666666666667
"FINA6204 International Finance Mngmnt","Aggarwal, Rajesh","FINA",4.58333333333333,4.75,4.35,4.4,NA,NA,NA,20.1666666666667,19.6666666666667
"FINA6204 International Finance Mngmnt","Consunji, Raul","FINA",3.2,2.9,4.4,4.4,21,29,29,NA,14
"FINA6204 International Finance Mngmnt","Mooradian, Robert","FINA",4.1,3.9,4.3,4.4,NA,44,NA,11,33
"FINA6204 International Finance Mngmnt","Popescu, Marius","FINA",4.1,4.4,4.5,4.5,10,10,30,40,10
"FINA6204 International Finance Mngmnt","Villanueva, Oswaldo","FINA",4.15,4.05,4.4,4.45,NA,43.5,NA,NA,NA
"FINA6205 Financial Strategy","Gu, Tiantian","FINA",4.35,4.3,4.3,4.35,13.75,NA,36.75,NA,14.5
"FINA6205 Financial Strategy","Kursh, Steven","FINA",4.36666666666667,4.46666666666667,4.33333333333333,4.36666666666667,NA,27,NA,NA,NA
"FINA6206 Finance Seminar","Bolster, Paul","FINA",4.425,4.55,4.35,4.375,20,22.25,33.75,NA,NA
"FINA6206 Finance Seminar","Mooradian, Robert","FINA",4.475,4.675,4.325,4.4,NA,34.75,NA,NA,NA
"FINA6208 Financial Management for Value","Born, Jeffery","FINA",3.975,4.15,4.35,4.4,22.25,NA,38.75,NA,NA
"FINA6209 Intrnat'l Accounting  Finance","Sherman, Eliot","FINA",3,2.6,4.3,4.35,7,35.5,41,12.5,NA
"FINA6211 Financial Risk Management","Venkateswaran, Anand","FINA",4.575,4.65,4.35,4.375,10.5,34.75,35,NA,NA
"FINA6212 Fixed Income Securities  Risk","Boyson, Nicole","FINA",4.45,4.8,4.3,4.35,NA,25,NA,29,NA
"FINA6212 Fixed Income Securities  Risk","Muscolino, Vincent","FINA",4.15,4.15,4.3,4.4,13.5,20,37.5,21,NA
"FINA6212 Fixed Income Securities  Risk","Provost, Dan","FINA",4.44,4.46,4.4,4.44,NA,NA,NA,27,NA
"FINA6213 Investment Banking","Marple, Wesley","FINA",4.1,4.3,4.3,4.4,27,NA,47,20,NA
"FINA6214 Mergers  Acquisitions","Margotta, Donald","FINA",4.3,4.25,4.4,4.4,37,NA,NA,40,NA
"FINA6215 Business Turnarounds","Platt, Harlan","FINA",4.3,4.7,4.3,4.35,14.5,33.5,42.5,NA,NA
"FINA6216 Valuation  Value Creation","Bonghi, Brandon","FINA",4.5,4.6,4.5,4.5,NA,8,15,38,38
"FINA6216 Valuation  Value Creation","Gooley, Mark","FINA",4.25,4.5,4.4,4.45,NA,NA,41,23,NA
"FINA6217 Real Estate Finance  Invstmnt","Matthews, William","FINA",4,4.05,4.45,4.45,27.5,52.5,NA,16,NA
"FINA6217 Real Estate Finance  Invstmnt","Yang, Shiawee","FINA",4.56666666666667,4.8,4.36666666666667,4.4,NA,42.6666666666667,34,NA,NA
"FINA6218 Personal Financial Planning","Gooley, Mark","FINA",3.8,4.1,4.5,4.5,NA,45,18,36,NA
"FINA6219 Portfolio Management","Bonghi, Brandon","FINA",4.55,4.7,4.4,4.4,7,21,22,24.5,25
"FINA6219 Portfolio Management","Born, Jeffery","FINA",4.1,4.4,4.3,4.4,50,NA,29,NA,14
"FINA6219 Portfolio Management","Muscolino, Vincent","FINA",4.05,4.05,4.3,4.4,23,21.5,24.5,NA,19
"FINA6219 Portfolio Management","Pohlman, Lawrence","FINA",4,3.9,4.45,4.45,NA,NA,28,29,NA
"FINA6219 Portfolio Management","Porter, Gary","FINA",3.6,3.2,4.3,4.4,NA,20,40,40,NA
"FINA6220 Healthcare Finance","Nelson, Carl","FINA",3.6,3.4,4.3,4.4,11,33,44,11,NA
"FINA6260 Finance, Valuation, and Equity","Bernfeld, Mark","FINA",4.5,4.76666666666667,4.36666666666667,4.43333333333333,NA,NA,NA,NA,17
"FINA6260 Finance, Valuation, and Equity","Krishnan, Karthik","FINA",4.3,4.55,4.3,4.35,19,29,NA,16,NA
"FINA6292 Advanced Topics in Finance","Boyson, Nicole","FINA",4.33333333333333,4.66666666666667,4.4,4.43333333333333,14.6666666666667,39.6666666666667,31.6666666666667,NA,NA
"FINA6360 Fund Management for Analysts","Bolster, Paul","FINA",4.3,4.35,4.35,4.4,NA,51,NA,NA,NA
"FINA6360 Fund Management for Analysts","Platt, Harlan","FINA",4.3,4.6,4.53333333333333,4.56666666666667,NA,52.6666666666667,NA,NA,NA
"FINA6361 Fund Management for Managers","Bolster, Paul","FINA",4.3,4.4,4.4,4.4,21,57,NA,21,NA
"FINA6361 Fund Management for Managers","Platt, Harlan","FINA",4.3,4.3,4.3,4.4,46,15,NA,23,15
"FRNH1101 Elementary French 1","Dunand, Catherine","FRNH",4.33333333333333,4.4,4.53333333333333,4.46666666666667,13,33.6666666666667,50,NA,NA
"FRNH1101 Elementary French 1","Laplante, Paul","FRNH",4.16666666666667,4.2,4.5,4.4,33,35.6666666666667,13.6666666666667,NA,NA
"FRNH1101 Elementary French 1","Miles, Loiza","FRNH",4.63333333333333,4.8,4.53333333333333,4.46666666666667,33,NA,NA,NA,NA
"FRNH1101 Elementary French 1","Tomb, Joelle","FRNH",4.4,4.9,4.5,4.4,24.5,NA,24,17,NA
"FRNH1101 Elementary French 1","Ziane, Sali","FRNH",4.56666666666667,4.93333333333333,4.53333333333333,4.46666666666667,33.6666666666667,NA,NA,13.3333333333333,NA
"FRNH1102 Elementary French 2","Dunand, Catherine","FRNH",4.5,4.8,4.5,4.45,NA,NA,NA,26.5,NA
"FRNH1102 Elementary French 2","Miles, Loiza","FRNH",4.4,4.9,4.6,4.5,NA,25,NA,33,NA
"FRNH1102 Elementary French 2","Ziane, Sali","FRNH",4.38,4.72,4.52,4.44,26.6,NA,22.6,NA,NA
"FRNH2101 Intermediate French 1","Dunand, Catherine","FRNH",4.4,4.58,4.52,4.44,35,43.4,18,NA,NA
"FRNH2101 Intermediate French 1","Miles, Loiza","FRNH",4.2,4.45,4.5,4.45,27.5,46,27.5,NA,NA
"FRNH2101 Intermediate French 1","Ziane, Sali","FRNH",4.7,4.9,4.6,4.5,NA,71,29,NA,NA
"FRNH2102 Intermediate French 2","Dunand, Catherine","FRNH",4.3,4.7,4.6,4.5,NA,38,31,23,NA
"FRNH2102 Intermediate French 2","Miles, Loiza","FRNH",4.2,4.65,4.55,4.45,17.5,48.5,29.5,NA,NA
"FRNH2102 Intermediate French 2","O'Connor, Carrie","FRNH",4.5,4.7,4.5,4.4,46,46,8,NA,NA
"FRNH2102 Intermediate French 2","Ziane, Sali","FRNH",4.3,4.7,4.5,4.45,27,40.5,33.5,NA,NA
"FRNH3101 Advanced French 1","Dunand, Catherine","FRNH",3.83333333333333,3.76666666666667,4.53333333333333,4.43333333333333,NA,NA,NA,NA,NA
"FRNH3101 Advanced French 1","Miles, Loiza","FRNH",3.6,3.9,4.5,4.5,45,NA,NA,36,NA
"FRNH3101 Advanced French 1","Ziane, Sali","FRNH",4.3,4.6,4.5,4.4,33,50,8,8,NA
"FRNH3102 Advanced French 2","Dunand, Catherine","FRNH",3.9,4.3,4.5,4.45,NA,40,NA,NA,NA
"FRNH3102 Advanced French 2","Ziane, Sali","FRNH",4.4,4.75,4.55,4.45,NA,48,45,NA,NA
"FRNH4201 Adv Prof French 1 - BSIB","Dunand, Catherine","FRNH",3.4,4.8,4.5,4.4,60,40,NA,NA,NA
"FSEM1000 Connections and Decisions","Berkey, Rebecca","FSEM",3.65,4.7,4.3,4.3,66.5,25.5,NA,NA,NA
"FSEM1000 Connections and Decisions","Bryant Bishop, Stacey","FSEM",4,4.55,4.25,4.35,91.5,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Conover, Susan","FSEM",3.56666666666667,4.4,4.26666666666667,4.33333333333333,97.3333333333333,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Dornink, Lynn","FSEM",3.775,4.375,4.175,4.225,92.5,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Faber, Jocelyn","FSEM",3.75,4.6,4.3,4.3,NA,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Fralic, Kimberly","FSEM",2.8,3.9,4.3,4.3,100,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Hoger, Brooke","FSEM",3.93333333333333,4.9,4.26666666666667,4.33333333333333,NA,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Irmiter, Kimberly","FSEM",4.1,4.9,4.3,4.3,50,50,NA,NA,NA
"FSEM1000 Connections and Decisions","Kilbashian, Kristen","FSEM",3.9,5,4.3,4.3,100,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Kinlock, Michaela","FSEM",3.2,4.5,4.3,4.3,100,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Leavitt, Sara","FSEM",3.975,4.85,4.15,4.25,89.25,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Loscuito, Margaret","FSEM",3.95,4.75,4.25,4.35,NA,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Ottaviano, Alison","FSEM",4.06666666666667,4.73333333333333,4.3,4.3,94.3333333333333,NA,NA,NA,NA
"FSEM1000 Connections and Decisions","Repici, Justin","FSEM",3.2,4,4.3,4.3,NA,NA,NA,92,NA
